Entity,Code,Day,Daily hospital occupancy
Lithuania,LTU,2021-08-28,472
Lithuania,LTU,2021-08-29,502
Lithuania,LTU,2021-08-30,495
Lithuania,LTU,2021-08-31,528
Lithuania,LTU,2021-09-01,530
Lithuania,LTU,2021-09-02,542
Lithuania,LTU,2021-09-07,629
Lithuania,LTU,2021-09-08,658
Lithuania,LTU,2021-09-09,681
Lithuania,LTU,2021-09-10,675
Lithuania,LTU,2021-09-11,722
Lithuania,LTU,2021-09-12,761
Lithuania,LTU,2021-09-13,772
Lithuania,LTU,2021-09-14,783
Lithuania,LTU,2021-09-15,785
Lithuania,LTU,2021-09-16,821
Lithuania,LTU,2021-09-17,803
Lithuania,LTU,2021-09-18,852
Lithuania,LTU,2021-09-19,891
Lithuania,LTU,2021-09-20,891
Lithuania,LTU,2021-09-21,878
Lithuania,LTU,2021-09-22,898
Lithuania,LTU,2021-09-23,888
Lithuania,LTU,2021-09-27,1041
Lithuania,LTU,2021-09-28,1042
Lithuania,LTU,2021-09-29,1072
Lithuania,LTU,2021-09-30,1090
Lithuania,LTU,2021-10-03,1182
Lithuania,LTU,2021-10-04,1164
Lithuania,LTU,2021-10-05,1235
Lithuania,LTU,2021-10-06,1262
Lithuania,LTU,2021-10-07,1311
Lithuania,LTU,2021-10-08,1234
Lithuania,LTU,2021-10-09,1286
Lithuania,LTU,2021-10-10,1362
Lithuania,LTU,2021-10-11,1322
Lithuania,LTU,2021-10-12,1344
Lithuania,LTU,2021-10-13,1355
Lithuania,LTU,2021-10-14,1412
Lithuania,LTU,2021-10-15,1438
Lithuania,LTU,2021-10-16,1482
Lithuania,LTU,2021-10-17,1538
Lithuania,LTU,2021-10-18,1493
Lithuania,LTU,2021-10-19,1512
Lithuania,LTU,2021-10-20,1536
Lithuania,LTU,2021-10-21,1587
Lithuania,LTU,2021-10-22,1564
Lithuania,LTU,2021-10-23,1627
Lithuania,LTU,2021-10-24,1720
Lithuania,LTU,2021-10-25,1689
Lithuania,LTU,2021-10-26,1702
Lithuania,LTU,2021-10-27,1672
Lithuania,LTU,2021-11-08,1771
Lithuania,LTU,2021-11-09,1699
Lithuania,LTU,2021-11-23,1322
Lithuania,LTU,2021-11-24,1262
Lithuania,LTU,2021-11-25,1271
Lithuania,LTU,2021-11-26,1225
Lithuania,LTU,2021-11-27,1242
Lithuania,LTU,2021-11-29,1228
Lithuania,LTU,2021-11-30,1202
Lithuania,LTU,2021-12-01,1166
Lithuania,LTU,2021-12-02,1164
Lithuania,LTU,2021-12-03,1154
Lithuania,LTU,2021-12-04,1148
Lithuania,LTU,2021-12-05,1215
Lithuania,LTU,2021-12-06,1193
Lithuania,LTU,2021-12-07,1176
Lithuania,LTU,2021-12-08,1146
Lithuania,LTU,2021-12-09,1148
Lithuania,LTU,2021-12-10,1139
Lithuania,LTU,2021-12-11,1188
Lithuania,LTU,2021-12-12,1216
Lithuania,LTU,2021-12-13,1162
Lithuania,LTU,2021-12-14,1173
Lithuania,LTU,2021-12-15,1154
Lithuania,LTU,2021-12-16,1221
Lithuania,LTU,2021-12-17,1196
Lithuania,LTU,2021-12-18,1212
Lithuania,LTU,2021-12-19,1215
Lithuania,LTU,2021-12-20,1210
Lithuania,LTU,2022-01-01,887
Lithuania,LTU,2022-01-02,951
Lithuania,LTU,2022-01-03,937
Lithuania,LTU,2022-01-04,963
Lithuania,LTU,2022-01-05,975
Lithuania,LTU,2022-01-06,977
Lithuania,LTU,2022-01-07,948
Lithuania,LTU,2022-01-08,971
Lithuania,LTU,2022-01-09,1018
Luxembourg,LUX,2020-03-16,0
Luxembourg,LUX,2020-03-17,0
Luxembourg,LUX,2020-03-18,0
Luxembourg,LUX,2020-03-19,1
Luxembourg,LUX,2020-03-20,21
Luxembourg,LUX,2020-03-21,62
Luxembourg,LUX,2020-03-22,65
Luxembourg,LUX,2020-03-23,73
Luxembourg,LUX,2020-03-24,99
Luxembourg,LUX,2020-03-25,142
Luxembourg,LUX,2020-03-26,140
Luxembourg,LUX,2020-03-27,148
Luxembourg,LUX,2020-03-28,175
Luxembourg,LUX,2020-03-29,181
Luxembourg,LUX,2020-03-30,174
Luxembourg,LUX,2020-03-31,179
Luxembourg,LUX,2020-04-01,181
Luxembourg,LUX,2020-04-02,201
Luxembourg,LUX,2020-04-03,202
Luxembourg,LUX,2020-04-04,206
Luxembourg,LUX,2020-04-05,193
Luxembourg,LUX,2020-04-06,191
Luxembourg,LUX,2020-04-07,190
Luxembourg,LUX,2020-04-08,201
Luxembourg,LUX,2020-04-09,192
Luxembourg,LUX,2020-04-10,193
Luxembourg,LUX,2020-04-11,180
Luxembourg,LUX,2020-04-12,192
Luxembourg,LUX,2020-04-13,172
Luxembourg,LUX,2020-04-14,174
Luxembourg,LUX,2020-04-15,159
Luxembourg,LUX,2020-04-16,170
Luxembourg,LUX,2020-04-17,154
Luxembourg,LUX,2020-04-18,167
Luxembourg,LUX,2020-04-19,162
Luxembourg,LUX,2020-04-20,161
Luxembourg,LUX,2020-04-21,157
Luxembourg,LUX,2020-04-22,153
Luxembourg,LUX,2020-04-23,136
Luxembourg,LUX,2020-04-24,134
Luxembourg,LUX,2020-04-25,121
Luxembourg,LUX,2020-04-26,120
Luxembourg,LUX,2020-04-27,109
Luxembourg,LUX,2020-04-28,114
Luxembourg,LUX,2020-04-29,102
Luxembourg,LUX,2020-04-30,91
Luxembourg,LUX,2020-05-01,104
Luxembourg,LUX,2020-05-02,98
Luxembourg,LUX,2020-05-03,96
Luxembourg,LUX,2020-05-04,93
Luxembourg,LUX,2020-05-05,101
Luxembourg,LUX,2020-05-06,96
Luxembourg,LUX,2020-05-07,83
Luxembourg,LUX,2020-05-08,90
Luxembourg,LUX,2020-05-09,82
Luxembourg,LUX,2020-05-10,77
Luxembourg,LUX,2020-05-11,78
Luxembourg,LUX,2020-05-12,79
Luxembourg,LUX,2020-05-13,70
Luxembourg,LUX,2020-05-14,74
Luxembourg,LUX,2020-05-15,65
Luxembourg,LUX,2020-05-16,55
Luxembourg,LUX,2020-05-17,46
Luxembourg,LUX,2020-05-18,52
Luxembourg,LUX,2020-05-19,49
Luxembourg,LUX,2020-05-20,54
Luxembourg,LUX,2020-05-21,41
Luxembourg,LUX,2020-05-22,45
Luxembourg,LUX,2020-05-23,34
Luxembourg,LUX,2020-05-24,32
Luxembourg,LUX,2020-05-25,35
Luxembourg,LUX,2020-05-26,42
Luxembourg,LUX,2020-05-27,33
Luxembourg,LUX,2020-05-28,29
Luxembourg,LUX,2020-05-29,28
Luxembourg,LUX,2020-05-30,26
Luxembourg,LUX,2020-05-31,28
Luxembourg,LUX,2020-06-01,25
Luxembourg,LUX,2020-06-02,22
Luxembourg,LUX,2020-06-03,21
Luxembourg,LUX,2020-06-04,19
Luxembourg,LUX,2020-06-05,19
Luxembourg,LUX,2020-06-06,13
Luxembourg,LUX,2020-06-07,18
Luxembourg,LUX,2020-06-08,20
Luxembourg,LUX,2020-06-09,17
Luxembourg,LUX,2020-06-10,17
Luxembourg,LUX,2020-06-11,15
Luxembourg,LUX,2020-06-12,16
Luxembourg,LUX,2020-06-13,13
Luxembourg,LUX,2020-06-14,11
Luxembourg,LUX,2020-06-15,15
Luxembourg,LUX,2020-06-16,15
Luxembourg,LUX,2020-06-17,12
Luxembourg,LUX,2020-06-18,14
Luxembourg,LUX,2020-06-19,12
Luxembourg,LUX,2020-06-20,13
Luxembourg,LUX,2020-06-21,16
Luxembourg,LUX,2020-06-22,15
Luxembourg,LUX,2020-06-23,11
Luxembourg,LUX,2020-06-24,13
Luxembourg,LUX,2020-06-25,13
Luxembourg,LUX,2020-06-26,9
Luxembourg,LUX,2020-06-27,13
Luxembourg,LUX,2020-06-28,11
Luxembourg,LUX,2020-06-29,16
Luxembourg,LUX,2020-06-30,18
Luxembourg,LUX,2020-07-01,16
Luxembourg,LUX,2020-07-02,22
Luxembourg,LUX,2020-07-03,17
Luxembourg,LUX,2020-07-04,24
Luxembourg,LUX,2020-07-05,20
Luxembourg,LUX,2020-07-06,22
Luxembourg,LUX,2020-07-07,24
Luxembourg,LUX,2020-07-08,26
Luxembourg,LUX,2020-07-09,27
Luxembourg,LUX,2020-07-10,31
Luxembourg,LUX,2020-07-11,36
Luxembourg,LUX,2020-07-12,38
Luxembourg,LUX,2020-07-13,47
Luxembourg,LUX,2020-07-14,38
Luxembourg,LUX,2020-07-15,42
Luxembourg,LUX,2020-07-16,40
Luxembourg,LUX,2020-07-17,42
Luxembourg,LUX,2020-07-18,48
Luxembourg,LUX,2020-07-19,54
Luxembourg,LUX,2020-07-20,55
Luxembourg,LUX,2020-07-21,60
Luxembourg,LUX,2020-07-22,58
Luxembourg,LUX,2020-07-23,52
Luxembourg,LUX,2020-07-24,48
Luxembourg,LUX,2020-07-25,54
Luxembourg,LUX,2020-07-26,61
Luxembourg,LUX,2020-07-27,55
Luxembourg,LUX,2020-07-28,59
Luxembourg,LUX,2020-07-29,63
Luxembourg,LUX,2020-07-30,55
Luxembourg,LUX,2020-07-31,53
Luxembourg,LUX,2020-08-01,57
Luxembourg,LUX,2020-08-02,61
Luxembourg,LUX,2020-08-03,59
Luxembourg,LUX,2020-08-04,47
Luxembourg,LUX,2020-08-05,51
Luxembourg,LUX,2020-08-06,48
Luxembourg,LUX,2020-08-07,49
Luxembourg,LUX,2020-08-08,47
Luxembourg,LUX,2020-08-09,41
Luxembourg,LUX,2020-08-10,45
Luxembourg,LUX,2020-08-11,44
Luxembourg,LUX,2020-08-12,38
Luxembourg,LUX,2020-08-13,38
Luxembourg,LUX,2020-08-14,44
Luxembourg,LUX,2020-08-15,32
Luxembourg,LUX,2020-08-16,37
Luxembourg,LUX,2020-08-17,32
Luxembourg,LUX,2020-08-18,33
Luxembourg,LUX,2020-08-19,34
Luxembourg,LUX,2020-08-20,40
Luxembourg,LUX,2020-08-21,27
Luxembourg,LUX,2020-08-22,32
Luxembourg,LUX,2020-08-23,31
Luxembourg,LUX,2020-08-24,32
Luxembourg,LUX,2020-08-25,33
Luxembourg,LUX,2020-08-26,27
Luxembourg,LUX,2020-08-27,30
Luxembourg,LUX,2020-08-28,25
Luxembourg,LUX,2020-08-29,23
Luxembourg,LUX,2020-08-30,27
Luxembourg,LUX,2020-08-31,28
Luxembourg,LUX,2020-09-01,16
Luxembourg,LUX,2020-09-02,16
Luxembourg,LUX,2020-09-03,11
Luxembourg,LUX,2020-09-04,10
Luxembourg,LUX,2020-09-05,10
Luxembourg,LUX,2020-09-06,15
Luxembourg,LUX,2020-09-07,20
Luxembourg,LUX,2020-09-08,23
Luxembourg,LUX,2020-09-09,21
Luxembourg,LUX,2020-09-10,21
Luxembourg,LUX,2020-09-11,17
Luxembourg,LUX,2020-09-12,18
Luxembourg,LUX,2020-09-13,16
Luxembourg,LUX,2020-09-14,19
Luxembourg,LUX,2020-09-15,22
Luxembourg,LUX,2020-09-16,23
Luxembourg,LUX,2020-09-17,18
Luxembourg,LUX,2020-09-18,16
Luxembourg,LUX,2020-09-19,22
Luxembourg,LUX,2020-09-20,21
Luxembourg,LUX,2020-09-21,20
Luxembourg,LUX,2020-09-22,23
Luxembourg,LUX,2020-09-23,26
Luxembourg,LUX,2020-09-24,19
Luxembourg,LUX,2020-09-25,25
Luxembourg,LUX,2020-09-26,30
Luxembourg,LUX,2020-09-27,36
Luxembourg,LUX,2020-09-28,34
Luxembourg,LUX,2020-09-29,30
Luxembourg,LUX,2020-09-30,30
Luxembourg,LUX,2020-10-01,20
Luxembourg,LUX,2020-10-02,20
Luxembourg,LUX,2020-10-03,21
Luxembourg,LUX,2020-10-04,21
Luxembourg,LUX,2020-10-05,22
Luxembourg,LUX,2020-10-06,21
Luxembourg,LUX,2020-10-07,22
Luxembourg,LUX,2020-10-08,24
Luxembourg,LUX,2020-10-09,34
Luxembourg,LUX,2020-10-10,34
Luxembourg,LUX,2020-10-11,36
Luxembourg,LUX,2020-10-12,40
Luxembourg,LUX,2020-10-13,46
Luxembourg,LUX,2020-10-14,44
Luxembourg,LUX,2020-10-15,41
Luxembourg,LUX,2020-10-16,49
Luxembourg,LUX,2020-10-17,53
Luxembourg,LUX,2020-10-18,57
Luxembourg,LUX,2020-10-19,61
Luxembourg,LUX,2020-10-20,68
Luxembourg,LUX,2020-10-21,69
Luxembourg,LUX,2020-10-22,86
Luxembourg,LUX,2020-10-23,88
Luxembourg,LUX,2020-10-24,103
Luxembourg,LUX,2020-10-25,114
Luxembourg,LUX,2020-10-26,114
Luxembourg,LUX,2020-10-27,132
Luxembourg,LUX,2020-10-28,140
Luxembourg,LUX,2020-10-29,150
Luxembourg,LUX,2020-10-30,169
Luxembourg,LUX,2020-10-31,168
Luxembourg,LUX,2020-11-01,179
Luxembourg,LUX,2020-11-02,203
Luxembourg,LUX,2020-11-03,224
Luxembourg,LUX,2020-11-04,215
Luxembourg,LUX,2020-11-05,208
Luxembourg,LUX,2020-11-06,208
Luxembourg,LUX,2020-11-07,204
Luxembourg,LUX,2020-11-08,198
Luxembourg,LUX,2020-11-09,207
Luxembourg,LUX,2020-11-10,219
Luxembourg,LUX,2020-11-11,215
Luxembourg,LUX,2020-11-12,220
Luxembourg,LUX,2020-11-13,208
Luxembourg,LUX,2020-11-14,206
Luxembourg,LUX,2020-11-15,211
Luxembourg,LUX,2020-11-16,236
Luxembourg,LUX,2020-11-17,247
Luxembourg,LUX,2020-11-18,221
Luxembourg,LUX,2020-11-19,222
Luxembourg,LUX,2020-11-20,224
Luxembourg,LUX,2020-11-21,226
Luxembourg,LUX,2020-11-22,242
Luxembourg,LUX,2020-11-23,237
Luxembourg,LUX,2020-11-24,225
Luxembourg,LUX,2020-11-25,224
Luxembourg,LUX,2020-11-26,221
Luxembourg,LUX,2020-11-27,206
Luxembourg,LUX,2020-11-28,203
Luxembourg,LUX,2020-11-29,214
Luxembourg,LUX,2020-11-30,212
Luxembourg,LUX,2020-12-01,210
Luxembourg,LUX,2020-12-02,202
Luxembourg,LUX,2020-12-03,194
Luxembourg,LUX,2020-12-04,190
Luxembourg,LUX,2020-12-05,191
Luxembourg,LUX,2020-12-06,203
Luxembourg,LUX,2020-12-07,203
Luxembourg,LUX,2020-12-08,210
Luxembourg,LUX,2020-12-09,217
Luxembourg,LUX,2020-12-10,217
Luxembourg,LUX,2020-12-11,221
Luxembourg,LUX,2020-12-12,226
Luxembourg,LUX,2020-12-13,240
Luxembourg,LUX,2020-12-14,239
Luxembourg,LUX,2020-12-15,235
Luxembourg,LUX,2020-12-16,230
Luxembourg,LUX,2020-12-17,226
Luxembourg,LUX,2020-12-18,218
Luxembourg,LUX,2020-12-19,214
Luxembourg,LUX,2020-12-20,207
Luxembourg,LUX,2020-12-21,193
Luxembourg,LUX,2020-12-22,192
Luxembourg,LUX,2020-12-23,171
Luxembourg,LUX,2020-12-24,167
Luxembourg,LUX,2020-12-25,165
Luxembourg,LUX,2020-12-26,166
Luxembourg,LUX,2020-12-27,150
Luxembourg,LUX,2020-12-28,157
Luxembourg,LUX,2020-12-29,147
Luxembourg,LUX,2020-12-30,132
Luxembourg,LUX,2020-12-31,136
Luxembourg,LUX,2021-01-01,125
Luxembourg,LUX,2021-01-02,125
Luxembourg,LUX,2021-01-03,125
Luxembourg,LUX,2021-01-04,123
Luxembourg,LUX,2021-01-05,104
Luxembourg,LUX,2021-01-06,104
Luxembourg,LUX,2021-01-07,100
Luxembourg,LUX,2021-01-08,91
Luxembourg,LUX,2021-01-09,93
Luxembourg,LUX,2021-01-10,92
Luxembourg,LUX,2021-01-11,93
Luxembourg,LUX,2021-01-12,92
Luxembourg,LUX,2021-01-13,91
Luxembourg,LUX,2021-01-14,90
Luxembourg,LUX,2021-01-15,84
Luxembourg,LUX,2021-01-16,91
Luxembourg,LUX,2021-01-17,88
Luxembourg,LUX,2021-01-18,88
Luxembourg,LUX,2021-01-19,85
Luxembourg,LUX,2021-01-20,73
Luxembourg,LUX,2021-01-21,77
Luxembourg,LUX,2021-01-22,78
Luxembourg,LUX,2021-01-23,73
Luxembourg,LUX,2021-01-24,71
Luxembourg,LUX,2021-01-25,76
Luxembourg,LUX,2021-01-26,70
Luxembourg,LUX,2021-01-27,63
Luxembourg,LUX,2021-01-28,65
Luxembourg,LUX,2021-01-29,69
Luxembourg,LUX,2021-01-30,66
Luxembourg,LUX,2021-01-31,66
Luxembourg,LUX,2021-02-01,68
Luxembourg,LUX,2021-02-02,71
Luxembourg,LUX,2021-02-03,58
Luxembourg,LUX,2021-02-04,57
Luxembourg,LUX,2021-02-05,58
Luxembourg,LUX,2021-02-06,64
Luxembourg,LUX,2021-02-07,65
Luxembourg,LUX,2021-02-08,68
Luxembourg,LUX,2021-02-09,65
Luxembourg,LUX,2021-02-10,62
Luxembourg,LUX,2021-02-11,67
Luxembourg,LUX,2021-02-12,68
Luxembourg,LUX,2021-02-13,69
Luxembourg,LUX,2021-02-14,73
Luxembourg,LUX,2021-02-15,75
Luxembourg,LUX,2021-02-16,72
Luxembourg,LUX,2021-02-17,74
Luxembourg,LUX,2021-02-18,75
Luxembourg,LUX,2021-02-19,74
Luxembourg,LUX,2021-02-20,69
Luxembourg,LUX,2021-02-21,78
Luxembourg,LUX,2021-02-22,82
Luxembourg,LUX,2021-02-23,79
Luxembourg,LUX,2021-02-24,78
Luxembourg,LUX,2021-02-25,81
Luxembourg,LUX,2021-02-26,86
Luxembourg,LUX,2021-02-27,93
Luxembourg,LUX,2021-02-28,98
Luxembourg,LUX,2021-03-01,100
Luxembourg,LUX,2021-03-02,104
Luxembourg,LUX,2021-03-03,109
Luxembourg,LUX,2021-03-04,106
Luxembourg,LUX,2021-03-05,106
Luxembourg,LUX,2021-03-06,111
Luxembourg,LUX,2021-03-07,113
Luxembourg,LUX,2021-03-08,117
Luxembourg,LUX,2021-03-09,122
Luxembourg,LUX,2021-03-10,124
Luxembourg,LUX,2021-03-11,128
Luxembourg,LUX,2021-03-12,120
Luxembourg,LUX,2021-03-13,118
Luxembourg,LUX,2021-03-14,120
Luxembourg,LUX,2021-03-15,128
Luxembourg,LUX,2021-03-16,113
Luxembourg,LUX,2021-03-17,120
Luxembourg,LUX,2021-03-18,118
Luxembourg,LUX,2021-03-19,119
Luxembourg,LUX,2021-03-20,121
Luxembourg,LUX,2021-03-21,122
Luxembourg,LUX,2021-03-22,130
Luxembourg,LUX,2021-03-23,123
Luxembourg,LUX,2021-03-24,125
Luxembourg,LUX,2021-03-25,124
Luxembourg,LUX,2021-03-26,124
Luxembourg,LUX,2021-03-27,136
Luxembourg,LUX,2021-03-28,130
Luxembourg,LUX,2021-03-29,137
Luxembourg,LUX,2021-03-30,143
Luxembourg,LUX,2021-03-31,145
Luxembourg,LUX,2021-04-01,141
Luxembourg,LUX,2021-04-02,142
Luxembourg,LUX,2021-04-03,135
Luxembourg,LUX,2021-04-04,134
Luxembourg,LUX,2021-04-05,137
Luxembourg,LUX,2021-04-06,139
Luxembourg,LUX,2021-04-07,140
Luxembourg,LUX,2021-04-08,132
Luxembourg,LUX,2021-04-09,133
Luxembourg,LUX,2021-04-10,130
Luxembourg,LUX,2021-04-11,129
Luxembourg,LUX,2021-04-12,136
Luxembourg,LUX,2021-04-13,122
Luxembourg,LUX,2021-04-14,117
Luxembourg,LUX,2021-04-15,110
Luxembourg,LUX,2021-04-16,116
Luxembourg,LUX,2021-04-17,108
Luxembourg,LUX,2021-04-18,116
Luxembourg,LUX,2021-04-19,121
Luxembourg,LUX,2021-04-20,114
Luxembourg,LUX,2021-04-21,112
Luxembourg,LUX,2021-04-22,105
Luxembourg,LUX,2021-04-23,105
Luxembourg,LUX,2021-04-24,98
Luxembourg,LUX,2021-04-25,94
Luxembourg,LUX,2021-04-26,91
Luxembourg,LUX,2021-04-27,90
Luxembourg,LUX,2021-04-28,95
Luxembourg,LUX,2021-04-29,87
Luxembourg,LUX,2021-04-30,91
Luxembourg,LUX,2021-05-01,93
Luxembourg,LUX,2021-05-02,95
Luxembourg,LUX,2021-05-03,97
Luxembourg,LUX,2021-05-04,88
Luxembourg,LUX,2021-05-05,86
Luxembourg,LUX,2021-05-06,86
Luxembourg,LUX,2021-05-07,86
Luxembourg,LUX,2021-05-08,87
Luxembourg,LUX,2021-05-09,84
Luxembourg,LUX,2021-05-10,82
Luxembourg,LUX,2021-05-11,84
Luxembourg,LUX,2021-05-12,75
Luxembourg,LUX,2021-05-13,67
Luxembourg,LUX,2021-05-14,71
Luxembourg,LUX,2021-05-15,63
Luxembourg,LUX,2021-05-16,63
Luxembourg,LUX,2021-05-17,61
Luxembourg,LUX,2021-05-18,59
Luxembourg,LUX,2021-05-19,51
Luxembourg,LUX,2021-05-20,45
Luxembourg,LUX,2021-05-21,40
Luxembourg,LUX,2021-05-22,40
Luxembourg,LUX,2021-05-23,36
Luxembourg,LUX,2021-05-24,34
Luxembourg,LUX,2021-05-25,34
Luxembourg,LUX,2021-05-26,32
Luxembourg,LUX,2021-05-27,32
Luxembourg,LUX,2021-05-28,32
Luxembourg,LUX,2021-05-29,32
Luxembourg,LUX,2021-05-30,27
Luxembourg,LUX,2021-05-31,24
Luxembourg,LUX,2021-06-01,21
Luxembourg,LUX,2021-06-02,16
Luxembourg,LUX,2021-06-03,17
Luxembourg,LUX,2021-06-04,18
Luxembourg,LUX,2021-06-05,17
Luxembourg,LUX,2021-06-06,16
Luxembourg,LUX,2021-06-07,18
Luxembourg,LUX,2021-06-08,20
Luxembourg,LUX,2021-06-09,13
Luxembourg,LUX,2021-06-10,12
Luxembourg,LUX,2021-06-11,14
Luxembourg,LUX,2021-06-12,10
Luxembourg,LUX,2021-06-13,9
Luxembourg,LUX,2021-06-14,10
Luxembourg,LUX,2021-06-15,8
Luxembourg,LUX,2021-06-16,10
Luxembourg,LUX,2021-06-17,9
Luxembourg,LUX,2021-06-18,7
Luxembourg,LUX,2021-06-19,5
Luxembourg,LUX,2021-06-20,5
Luxembourg,LUX,2021-06-21,5
Luxembourg,LUX,2021-06-22,4
Luxembourg,LUX,2021-06-23,5
Luxembourg,LUX,2021-06-24,5
Luxembourg,LUX,2021-06-25,4
Luxembourg,LUX,2021-06-26,7
Luxembourg,LUX,2021-06-27,5
Luxembourg,LUX,2021-06-28,5
Luxembourg,LUX,2021-06-29,6
Luxembourg,LUX,2021-06-30,4
Luxembourg,LUX,2021-07-01,3
Luxembourg,LUX,2021-07-02,2
Luxembourg,LUX,2021-07-03,3
Luxembourg,LUX,2021-07-04,4
Luxembourg,LUX,2021-07-05,5
Luxembourg,LUX,2021-07-06,5
Luxembourg,LUX,2021-07-07,5
Luxembourg,LUX,2021-07-08,6
Luxembourg,LUX,2021-07-09,7
Luxembourg,LUX,2021-07-10,11
Luxembourg,LUX,2021-07-11,14
Luxembourg,LUX,2021-07-12,13
Luxembourg,LUX,2021-07-13,10
Luxembourg,LUX,2021-07-14,11
Luxembourg,LUX,2021-07-15,11
Luxembourg,LUX,2021-07-16,13
Luxembourg,LUX,2021-07-17,15
Luxembourg,LUX,2021-07-18,13
Luxembourg,LUX,2021-07-19,19
Luxembourg,LUX,2021-07-20,17
Luxembourg,LUX,2021-07-21,17
Luxembourg,LUX,2021-07-22,20
Luxembourg,LUX,2021-07-23,22
Luxembourg,LUX,2021-07-24,27
Luxembourg,LUX,2021-07-25,26
Luxembourg,LUX,2021-07-26,26
Luxembourg,LUX,2021-07-27,22
Luxembourg,LUX,2021-07-28,23
Luxembourg,LUX,2021-07-29,22
Luxembourg,LUX,2021-07-30,24
Luxembourg,LUX,2021-07-31,24
Luxembourg,LUX,2021-08-01,25
Luxembourg,LUX,2021-08-02,25
Luxembourg,LUX,2021-08-03,26
Luxembourg,LUX,2021-08-04,20
Luxembourg,LUX,2021-08-05,22
Luxembourg,LUX,2021-08-06,21
Luxembourg,LUX,2021-08-07,21
Luxembourg,LUX,2021-08-08,21
Luxembourg,LUX,2021-08-09,21
Luxembourg,LUX,2021-08-10,17
Luxembourg,LUX,2021-08-11,19
Luxembourg,LUX,2021-08-12,21
Luxembourg,LUX,2021-08-13,20
Luxembourg,LUX,2021-08-14,20
Luxembourg,LUX,2021-08-15,25
Luxembourg,LUX,2021-08-16,27
Luxembourg,LUX,2021-08-17,27
Luxembourg,LUX,2021-08-18,25
Luxembourg,LUX,2021-08-19,21
Luxembourg,LUX,2021-08-20,20
Luxembourg,LUX,2021-08-21,15
Luxembourg,LUX,2021-08-22,20
Luxembourg,LUX,2021-08-23,23
Luxembourg,LUX,2021-08-24,22
Luxembourg,LUX,2021-08-25,26
Luxembourg,LUX,2021-08-26,35
Luxembourg,LUX,2021-08-27,30
Luxembourg,LUX,2021-08-28,28
Luxembourg,LUX,2021-08-29,25
Luxembourg,LUX,2021-08-30,25
Luxembourg,LUX,2021-08-31,29
Luxembourg,LUX,2021-09-01,27
Luxembourg,LUX,2021-09-02,33
Luxembourg,LUX,2021-09-03,31
Luxembourg,LUX,2021-09-04,32
Luxembourg,LUX,2021-09-05,39
Luxembourg,LUX,2021-09-06,40
Luxembourg,LUX,2021-09-07,38
Luxembourg,LUX,2021-09-08,37
Luxembourg,LUX,2021-09-09,40
Luxembourg,LUX,2021-09-10,41
Luxembourg,LUX,2021-09-11,40
Luxembourg,LUX,2021-09-12,37
Luxembourg,LUX,2021-09-13,37
Luxembourg,LUX,2021-09-14,32
Luxembourg,LUX,2021-09-15,27
Luxembourg,LUX,2021-09-16,25
Luxembourg,LUX,2021-09-17,28
Luxembourg,LUX,2021-09-18,29
Luxembourg,LUX,2021-09-19,29
Luxembourg,LUX,2021-09-20,30
Luxembourg,LUX,2021-09-21,27
Luxembourg,LUX,2021-09-22,24
Luxembourg,LUX,2021-09-23,24
Luxembourg,LUX,2021-09-24,21
Luxembourg,LUX,2021-09-25,23
Luxembourg,LUX,2021-09-26,20
Luxembourg,LUX,2021-09-27,22
Luxembourg,LUX,2021-09-28,25
Luxembourg,LUX,2021-09-29,26
Luxembourg,LUX,2021-09-30,26
Luxembourg,LUX,2021-10-01,23
Luxembourg,LUX,2021-10-02,24
Luxembourg,LUX,2021-10-03,25
Luxembourg,LUX,2021-10-04,23
Luxembourg,LUX,2021-10-05,20
Luxembourg,LUX,2021-10-06,19
Luxembourg,LUX,2021-10-07,21
Luxembourg,LUX,2021-10-08,19
Luxembourg,LUX,2021-10-09,17
Luxembourg,LUX,2021-10-10,19
Luxembourg,LUX,2021-10-11,22
Luxembourg,LUX,2021-10-12,21
Luxembourg,LUX,2021-10-13,20
Luxembourg,LUX,2021-10-14,19
Luxembourg,LUX,2021-10-15,16
Luxembourg,LUX,2021-10-16,18
Luxembourg,LUX,2021-10-17,18
Luxembourg,LUX,2021-10-18,22
Luxembourg,LUX,2021-10-19,23
Luxembourg,LUX,2021-10-20,21
Luxembourg,LUX,2021-10-21,22
Luxembourg,LUX,2021-10-22,25
Luxembourg,LUX,2021-10-23,25
Luxembourg,LUX,2021-10-24,27
Luxembourg,LUX,2021-10-25,30
Luxembourg,LUX,2021-10-26,37
Luxembourg,LUX,2021-10-27,36
Luxembourg,LUX,2021-10-28,33
Luxembourg,LUX,2021-10-29,33
Luxembourg,LUX,2021-10-30,38
Luxembourg,LUX,2021-10-31,33
Luxembourg,LUX,2021-11-01,39
Luxembourg,LUX,2021-11-02,38
Luxembourg,LUX,2021-11-03,44
Luxembourg,LUX,2021-11-04,43
Luxembourg,LUX,2021-11-05,49
Luxembourg,LUX,2021-11-06,43
Luxembourg,LUX,2021-11-07,40
Luxembourg,LUX,2021-11-08,43
Luxembourg,LUX,2021-11-09,41
Luxembourg,LUX,2021-11-10,38
Luxembourg,LUX,2021-11-11,40
Luxembourg,LUX,2021-11-12,42
Luxembourg,LUX,2021-11-13,54
Luxembourg,LUX,2021-11-14,57
Luxembourg,LUX,2021-11-15,54
